qseqid,frequency
"Acinetobacter courvalinii strain EU.4BS2 16S ribosomal RNA gene, partial sequence",2
"Homo sapiens CCCTC-binding factor (CTCF), RefSeqGene on chromosome 16",1
"Cupriavidus pauculus strain FDAARGOS_1472 chromosome 1, complete sequence",1
"Uncultured bacterium clone 150 16S ribosomal RNA gene, partial sequence",1
"Frenkelia microti large subunit ribosomal RNA gene, complete sequence",1
"Bradyrhizobium denitrificans strain USDA 4409 23S large subunit ribosomal RNA gene, complete sequence",1
"Homo sapiens nucleoporin 133 (NUP133), RefSeqGene on chromosome 1",1
"Sphingomonas alpina strain DSM 22537 chromosome, complete genome",1
"Acinetobacter johnsonii strain T-B13A 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IE763 23S ribosomal RNA gene, partial sequence",3
Homo sapiens 12 BAC RP13-672B3 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
"Macaca mulatta clone BAC CH250-63H16 chromosome X sequence, complete sequence",1
"Rhizobium borbori strain MB-8-1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone SBB2_278 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone X319_27 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",6
Homo sapiens mRNA; cDNA DKFZp667N084 (from clone DKFZp667N084),1
"Flavobacteriales endosymbiont of Fiorinia theae D250 clone 68 23S ribosomal RNA gene, partial sequence",1
"Rhodobacter sp. SL24 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 52B 16S ribosomal RNA gene, partial sequence",1
"Shinella sp. strain BYT-37-1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone CarbonSeq11a_030410_D12 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone EMIRGE_OTU_s3t2d_4369 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens haplogroup J1b2 mitochondrion, complete genome",2
"Unknown marine alpha proteobacterium JP22.1 23S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain SYAU21-D1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone MD46 16S ribosomal RNA gene, partial sequence",4
"Human DNA sequence from clone RP4-597J3 on chromosome 1p32.1-32.3, complete sequence",1
"Uncultured Burkholderia sp. clone P4s-196 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens transmembrane protein 14B (TMEM14B), transcript variant 6, non-coding RNA",1
Homo sapiens 12 BAC RP11-1022B3 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
"Uncultured bacterium clone F5K2Q4C04JTHLT 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone FFCH15612 16S ribosomal RNA gene, partial sequence",1
"Uncultured Enterobacteriaceae bacterium clone DVBSW_J82 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone E15 16S ribosomal RNA gene, partial sequence",1
"Paenacidovorax monticola strain B3 16S ribosomal RNA gene, partial sequence",1
"Lotharella globosa gene for nuclear large subunit ribosomal RNA, partial sequence",1
"Homo sapiens cDNA FLJ26196 fis, clone ADG06951",1
Coxiella burnetii Z3055 complete genome,2
Erwinia amylovora strain 1-2 chromosome,4
"Escherichia coli strain A16EC0070 chromosome, complete genome",1
"Prolinoborus fasciculus strain BT 25 16S ribosomal RNA gene, partial sequence",1
"Nitzschia linearis strain Nit53 large subunit ribosomal RNA gene, partial sequence",1
"Homo sapiens chaperonin containing TCP1 subunit 6 pseudogene 3 (CCT6P3), non-coding RNA",1
"Uncultured bacterium clone 60DCMB10 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 1129 16S ribosomal RNA gene, partial sequence",1
Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00012699),1
"Uncultured bacterium partial 16S rRNA gene, isolate_2",1
"Eugenia brongniartiana external transcribed spacer, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JTGXY 23S ribosomal RNA gene, partial sequence",1
"Parabodo caudatus strain HFCC10 18S ribosomal RNA gene, partial sequence",1
Methylobacterium zatmanii (NCIMB 12243) 16S ribosomal RNA,3
"Serratia fonticola strain RB-25 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04I78JQ 23S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone F5K2Q4C04IWXBT 23S ribosomal RNA gene, partial sequence",3
"Caulobacter sp. S6 chromosome, complete genome",1
"Strombomonas acuminata chloroplast, partial genome",1
"Uncultured bacterium clone 181 16S ribosomal RNA gene, partial sequence",1
"Agrobacterium sp. strain GS7 16S ribosomal RNA gene, partial sequence",1
"Uncultured Rhodocyclus sp. clone MBfR_NS-116 16S ribosomal RNA gene, partial sequence",1
"Saccharomyces cerevisiae NRRL Y-12632 28S rRNA, partial sequence; from TYPE material",1
"Escherichia coli strain ST540, complete genome",1
Liquorilactobacillus nagelii DSM 13675 chromosome,1
"Synura lapponica voucher 02836 23S ribosomal RNA gene, partial sequence; plastid",1
"Uncultured bacterium clone gs69 16S ribosomal RNA gene, partial sequence",1
"Sodalis glossinidius strain morsitans 23S ribosomal RNA gene, complete sequence",1
"Cuscuta reflexa isolate CDA-0054125 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Alcaligenes sp. strain UWIGT_233 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IVOGC 23S ribosomal RNA gene, partial sequence",1
"Delftia lacustris strain T3 16S ribosomal RNA gene, partial sequence",1
Lysinibacillus sphaericus strain NEU 1003 chromosome,1
"Uncultured bacterium clone F5K2Q4C04IYB4F 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacteria clone 05-909_IBD.31185 16S ribosomal RNA gene, partial sequence",1
"Uncultured organism clone ELU0037-T187-S-NIPCRAMgANb_000527 small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone TX2_1A04 16S ribosomal RNA gene, partial sequence",1
"Achromobacter insuavis strain KUESCCHK-7 16S ribosomal RNA gene, partial sequence",1
"Coccomyxa sp. Obi DNA, chromosome 3, complete sequence",1
"Heyndrickxia coagulans strain TMPC 20811 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis tousled like kinase 2 (TLK2), transcript variant X12, mRNA",1
"Rhodobacter capsulatus strain SB 1003 23S ribosomal RNA gene, complete sequence",2
"Uncultured bacterium partial 16S rRNA gene, clone EBP1698",1
"Kandeliimicrobium roseum strain 21LS9-139 16S ribosomal RNA gene, partial sequence",2
"Setophoma terrestris isolate H64 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone SG_B623 16S ribosomal RNA gene, partial sequence",1
"Flavobacterium sp. F-29 chromosome, complete genome",1
"Lysobacter terrestris strain II4 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04I0X0R 23S ribosomal RNA gene, partial sequence",1
Escherichia coli strain RHBSTW-00219 chromosome,4
"Uncultured bacterium clone 99928 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck332b02c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IRU9M 23S ribosomal RNA gene, partial sequence",1
"Sulfitobacter albidus strain JK7-1 chromosome 1, complete sequence",1
"Weissella cibaria strain RK3-2 16S ribosomal RNA gene, partial sequence",2
"Simonsiella muelleri strain DSM 2579 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04H494S 16S ribosomal RNA gene, partial sequence",1
"Aeromonas media strain TR3_1 chromosome, complete genome",1
"Dickeya fangzhongdai strain B16 chromosome, complete genome",2
Oryza sativa Indica Group cultivar Zhenshan 97 chromosome 10,1
"Sulfitobacter mediterraneus strain SC1-11 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04IN071 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone MD271 16S ribosomal RNA gene, partial sequence",1
"Neisseria sicca strain ATCC 29256 23S ribosomal RNA gene, complete sequence",1
"PREDICTED: Macaca fascicularis bridging integrator 3 (BIN3), transcript variant X1, mRNA",1
"Uncultured bacterium clone JdFBBkgd62 16S ribosomal RNA gene, partial sequence",1
"Pan troglodytes BAC clone CH251-347N20 from chromosome unknown, complete sequence",1
"Uncultured bacterium clone SedUMB54 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JCZQT 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbw1184e10c1 16S ribosomal RNA gene, partial sequence",1
"Robbsia andropogonis strain ATCC 23061 16S ribosomal RNA, partial sequence",1
Homo sapiens genomic DNA; cDNA DKFZp686B02117 (from clone DKFZp686B02117),1
"Citrobacter sp. strain MICI21 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck241g04c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04J1I51 23S ribosomal RNA gene, partial sequence",1
"Saccharomyces cerevisiae strain HN1 genome assembly, chromosome: 10",1
"Pan troglodytes BAC CH251-658J15 from chromosome, complete sequence",1
"Sphingomonas nostoxanthinifaciens strain AK-PDB1-5 chromosome, complete genome",1
"Enterobacter sp. strain GLM-02 16S ribosomal RNA gene, partial sequence",1
"Uncultured beta proteobacterium clone R15-14 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone DR152 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JOXH4 23S ribosomal RNA gene, partial sequence",2
"Anoxybacillus flavithermus strain WK1 23S ribosomal RNA gene, complete sequence",2
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS5m_80",1
"Rhizobium sp. strain BHUA26 16S ribosomal RNA gene, partial sequence",1
"Phacus brachykentron strain Jilnal033107G 16S ribosomal RNA gene, partial sequence; chloroplast",1
"PREDICTED: Macaca fascicularis PHD finger protein 12 (PHF12), transcript variant X3, mRNA",1
"Corynebacterium tuberculostearicum strain AF1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04I5QST 23S ribosomal RNA gene, partial sequence",1
"Uncultured fungus clone G912P34FK1.T0 18S ribosomal RNA gene, partial sequence",1
"Kluyveromyces marxianus strain BR19 large subunit ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 5 clone CTD-2124B8, complete sequence",2
"Bradyrhizobium sp. ISA2507 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens nuclear pore complex interacting protein family member B5 (NPIPB5), transcript variant 3, mRNA",2
"Homo sapiens dynein 2 intermediate chain 2 (DYNC2I2), RefSeqGene on chromosome 9",1
"Euglena anabaena strain Jilnal030207G 16S ribosomal RNA gene, partial sequence; chloroplast",1
"Euglena viridis culture-collection ATCC:PRA110 chloroplast, complete genome",2
"Gallionella capsiferriformans strain ES-2 23S ribosomal RNA gene, complete sequence",2
"Euglena deses strain SAG1224-20 large subunit ribosomal RNA gene, partial sequence; plastid",1
"Homo sapiens FOSMID clone ABC24-1917B15 from chromosome 1, complete sequence",1
"Escherichia coli strain ST866 chromosome, complete genome",1
"Uncultured bacterium clone V201-163 16S ribosomal RNA gene, partial sequence",1
"Meles meles genome assembly, chromosome: Y",1
MAG: Pararhizobium sp. isolate ih9 chromosome,1
"Uncultured bacterium clone RW4915 16S ribosomal RNA gene, partial sequence",1
"Serratia sp. (in: enterobacteria) strain X10 16S ribosomal RNA gene, partial sequence",1
Achromobacter xylosoxidans NH44784-1996 complete genome,1
"Uncultured Enterobacteriaceae bacterium clone GG5QJA201CBDUH 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone IS-1 16S ribosomal RNA gene, partial sequence",1
"Pichia pastoris CBS 7435 chromosome 3, complete replicon sequence",1
"Uncultured bacterium clone F5K2Q4C04IOHSR 23S ribosomal RNA gene, partial sequence",1
"Achromobacter xylosoxidans strain FDAARGOS_1091 chromosome, complete genome",1
"Homo sapiens chromosome 6 open reading frame 47, mRNA (cDNA clone MGC:8942 IMAGE:3875402), complete cds",1
"Rhodobacter capsulatus SB 1003 strain SB 1003 5S ribosomal RNA, complete sequence",1
"Escherichia coli strain RP 16S ribosomal RNA gene, partial sequence",1
"Tannockella kyphosi strain BP52G chromosome, complete genome",1
"Homo sapiens PAC clone RP4-799O8 from 7, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04JHAEX 23S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone RP11-792A8 from 7, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04JUVFD 23S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone F5K2Q4C04JOKWE 23S ribosomal RNA gene, partial sequence",1
"PREDICTED: Tripterygium wilfordii 28S ribosomal RNA (LOC119983677), rRNA",1
"Mycoplasma muris strain ATCC 33757 23S ribosomal RNA gene, partial sequence",1
"Acinetobacter junii strain ZM06 chromosome, complete genome",1
"Uncultured bacterium partial 16S rRNA gene, clone Pro125",3
"Uncultured fungus clone nco32b10c1 18S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 1 clone RP4-604P14, complete sequence",1
"Uncultured Leptothrix sp. clone em.650 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04ILFGP 23S ribosomal RNA gene, partial sequence",3
"Escherichia coli strain B16EC0942 chromosome, complete genome",2
"Uncultured bacterium clone 140N0L73 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone MD233 16S ribosomal RNA gene, partial sequence",1
"Brucella melitensis ATCC 23457 chromosome II, complete sequence",1
"Paenibacillus sp. strain dendritiformis Ac_A19 16S ribosomal RNA gene, partial sequence",1
"Candidatus Liberibacter americanus strain Sao Paulo 23S ribosomal RNA gene, complete sequence",1
"Rhodanobacter denitrificans strain Fe1 16S ribosomal RNA gene, partial sequence",2
"Pirellula staleyi strain DSM 6068 23S ribosomal RNA gene, complete sequence",1
"PREDICTED: Macaca fascicularis phosphorylase kinase regulatory subunit beta (PHKB), transcript variant X4, mRNA",1
"Bartonella sp. strain HY328 16S ribosomal RNA gene, partial sequence",1
"Bacillus tropicus strain B19 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck218f06c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone Otu49 16S ribosomal RNA gene, partial sequence",2
"Lactococcus sp. strain D 16S ribosomal RNA gene, partial sequence",1
"Actinobacteria bacterium IMCC25003 chromosome, complete genome",1
"Uncultured bacterium clone MD255 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP5-887B19 on chromosome 1p34.1-34.3, complete sequence",1
"Uncultured bacterium clone C22 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens family with sequence similarity 86 member F, pseudogene (FAM86FP), non-coding RNA",1
"Shigella flexneri strain AUSMDU00022017 genome assembly, chromosome: 1",1
"Stutzerimonas stutzeri strain AIA.SA.13.1 16S ribosomal RNA gene, partial sequence",3
"Uncultured bacterium clone A3-56 16S ribosomal RNA gene, partial sequence",1
Raoultella planticola strain NRZ-63627 blaGMB-1 genetic island genomic sequence,4
"Uncultured Bacteroidetes bacterium clone MA00164B03 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP1342",2
"Uncultured bacterium clone nck220h03c1 16S ribosomal RNA gene, partial sequence",1
"Comamonas aquatica strain NEB418 chromosome, complete genome",1
"Uncultured bacterium clone ncd1345g04c1 16S ribosomal RNA gene, partial sequence",1
"Acinetobacter sp. strain DCB104 16S ribosomal RNA gene, partial sequence",1
"Phyllobacterium brassicacearum strain C24 16S ribosomal RNA gene, partial sequence",1
Corynebacterium tuberculostearicum strain FDAARGOS_1198 chromosome,5
"Cupriavidus metallidurans strain ZM02 chromosome 2, complete sequence",2
"Pontomyia pacifica voucher RMBR P31 28S ribosomal RNA gene, partial sequence; mitochondrial",1
"Bacteroides uniformis strain JCM13288 chromosome, complete genome",1
"PREDICTED: Macaca fascicularis U1 spliceosomal RNA (LOC123570626), ncRNA",1
"Uncultured bacterium clone SEAA1AD041 16S ribosomal RNA gene, partial sequence",1
"Rubrobacter radiotolerans strain RSPS-4 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone EC-9 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04I00BX 23S ribosomal RNA gene, partial sequence",1
"Rhizobium sp. strain UYTr19C 16S ribosomal RNA gene, partial sequence",1
"Chironomidae sp. JHY-2013 18S ribosomal RNA gene, partial sequence",2
"Synthetic construct Homo sapiens clone ccsbBroadEn_07775 RPL35 gene, encodes complete protein",1
"Cryptomonas paramecium 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone QKAB3ZC051 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbw126h08c1 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens PAC clone RP5-1158B1 from 7q11.2-q22, complete sequence",1
"Escherichia coli strain DL21 chromosome, complete genome",1
"MAG: Brevundimonas sp. isolate SSC2 chromosome, complete genome",1
"Phacus hamelii strain ACOI1088 18S ribosomal RNA gene, partial sequence",1
"Homo sapiens cDNA FLJ36683 fis, clone UTERU2007924",1
"Dietzia cercidiphylli strain SPG-LQ-YB-3 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: HSS_B46",1
"Burkholderia sp. RPE67 DNA, complete genome, chromosome: 1",2
"Corynebacterium casei strain LMG S-19264 23S ribosomal RNA gene, complete sequence",1
"Morganella morganii strain FAM24091 chromosome, complete genome",1
"Chryseobacterium indoltheticum strain LG-L3 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JJKJH 23S ribosomal RNA gene, partial sequence",1
"Homo sapiens neurofascin (NFASC), RefSeqGene on chromosome 1",1
"Nomascus leucogenys BAC clone CH271-55H12 from chromosome unknown, complete sequence",1
"Planomicrobium okeanokoites strain HWG-A10 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens cDNA clone IMAGE:4152625, partial cds",1
"Paracidovorax citrulli strain HPP21-9-4B chromosome, complete genome",1
"Uncultured bacterium clone ncd2624g06c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone D63 16S ribosomal RNA gene, partial sequence",1
"Chryseobacterium sp. strain LC2016-30 16S ribosomal RNA gene, partial sequence",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04188",1
"Uncultured bacterium clone GKJWQY101BTF8J 23S ribosomal RNA gene, partial sequence",3
"Uncultured Hyphomicrobiales bacterium clone Otu1434 16S ribosomal RNA gene, partial sequence",1
"Klebsiella michiganensis strain K92 chromosome, complete genome",1
"Human DNA sequence from clone RP11-948M1 on chromosome 6, complete sequence",1
"Acidovorax avenae subsp. avenae strain ATCC 19860 23S ribosomal RNA gene, complete sequence",2
"Aureoumbra lagunensis strain CCMP 1507 chloroplast, complete genome",1
uncultured Acidobacteria partial 16S rRNA gene,1
"Chromobacterium violaceum strain VIT-JPD 16S ribosomal RNA gene, partial sequence",1
"Rhodobacterales bacterium HKCCA1288 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04J34T6 23S ribosomal RNA gene, partial sequence",1
"Acinetobacter sp. strain BA9 16S ribosomal RNA gene, partial sequence",1
"Bacterium E1-6 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 4_53 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens epididymis secretory protein Li 7 (HEL-S-7) mRNA, complete cds",1
"Human DNA sequence from clone RP11-99N20 on chromosome 10, complete sequence",1
"Uncultured gamma proteobacterium partial 16S rRNA gene, clone GoM87_Bac54",1
"PREDICTED: Mus musculus predicted gene, 53756 (Gm53756), ncRNA",1
"Uncultured bacterium clone F1Q32TO05FY4V4 16S ribosomal RNA gene, partial sequence",1
"Xanthobacter sp. strain Y16 16S ribosomal RNA gene, partial sequence",1
Rhodobacter blasticus 16S rRNA,1
"Comamonas sp. NLF-1-9 chromosome, complete genome",1
"Aurantimonas sp. strain SA4125 16S ribosomal RNA gene, partial sequence",1
"Brevundimonas diminuta strain FDAARGOS_1026 chromosome, complete genome",1
"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SWB29",1
"Uncultured bacterium clone GD2::G9RA0RH03G4BCR 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-704J17 on chromosome 6, complete sequence",1
"Uncultured bacterium clone RW0017 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04H7WS7 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbw543d11c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone Me03au130 16S ribosomal RNA gene, partial sequence",2
"Homo sapiens DNA, HIV-1 integration site, isolate:980403Pt.2#117",1
"Kodamaea ohmeri strain L-5 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone kab200 16S ribosomal RNA gene, partial sequence",1
"uncultured bacterium partial 16S rRNA gene, clone K20.26T AW",1
"Uncultured bacterium clone nbw445e04c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone CK_2C3_95 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck330a10c1 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-535C21 on chromosome 9, complete sequence",1
"Uncultured bacterium clone SlnOr_01ESL2OLB 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone filt402622 16S ribosomal RNA gene, partial sequence",1
"Aquabacterium commune strain S_WE.SI110 16S ribosomal RNA gene, partial sequence",6
"Uncultured bacterium clone leachfield16Sseq016 16S ribosomal RNA gene, partial sequence",1
"Salmonella enterica subsp. enterica serovar Typhimurium strain OGUAKINNIBOSUN 237 16S ribosomal RNA gene, partial sequence",1
"Xanthobacter flavus strain DN1721 16S ribosomal RNA gene, partial sequence",2
"Bradyrhizobium barranii subsp. barranii strain 323S2 chromosome, complete genome",2
"Uncultured alpha proteobacterium clone Alchichica_AQ2_2_1B_140 small subunit ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis PDZ and LIM domain 5 (PDLIM5), transcript variant X17, mRNA",1
"Stenotrophomonas maltophilia strain GL104 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone OTU_48 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain EH01-18-02 chromosome, complete genome",1
"Yersinia similis strain 228, complete genome",1
"Uromycladium acaciae voucher PREM:61766 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone Con40 16S ribosomal RNA gene, partial sequence",4
"Thermobispora bispora strain DSM 43833 23S ribosomal RNA gene, complete sequence",1
"Spumella communis strain Meonmulgak032418A6 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence",1
"Serratia nematodiphila strain IRE-14 16S ribosomal RNA gene, partial sequence",2
"Haemophilus influenzae strain 3655 genome assembly, chromosome: 1",1
"Uncultured bacterium clone F5K2Q4C04JGOLD 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone FBYNGWL03BU6HV",1
"Hygroaster sp. isolate 16 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Human chromosome 14 DNA sequence BAC R-982M15 of library RPCI-11 from chromosome 14 of Homo sapiens (Human), complete sequence",1
"Aquisediminimonas profunda strain DS48-3 chromosome, complete genome",1
"Uncultured bacterium clone MD159 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens forty-two-three domain containing 1 (FYTTD1), transcript variant 2, mRNA",1
"Uncultured bacterium clone 16sms232-1h01 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Panicum virgatum 28S ribosomal RNA (LOC120684223), rRNA",1
"Uncultured bacterium clone ncm63d05c1 16S ribosomal RNA gene, partial sequence",1
"Rhizobium sp. strain LCM4019 16S ribosomal RNA gene, partial sequence",1
"Pseudomonas sp. BIHB 804 16S ribosomal RNA gene, partial sequence",1
"Bacillus thuringiensis MC28, complete genome",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_05943 CBS gene, encodes complete protein",1
"Homo sapiens BAC clone RP11-812K17 from 7, complete sequence",1
"Uncultured Chaetomium clone CAMD_SMC_F5C3 18S ribosomal RNA gene, partial sequence",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04413",1
"Uncultured bacterium clone F5K2Q4C04JRRFF 23S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain NC19 chromosome, complete genome",1
"Serratia marcescens strain 11/2010 chromosome, complete genome",1
"Sporobolomyces roseus strain OOPS-10 18S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbw320h12c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd362f05c1 16S ribosomal RNA gene, partial sequence",1
Homo sapiens Rho GTPase activating protein 21 pseudogene (LOC643562) on chromosome 6,1
"Uncultured bacterium clone G05V1S8 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens cDNA clone IMAGE:4120690, **** WARNING: chimeric clone ****",1
"Uncultured bacterium clone Otu162 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck330e11c1 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens spermatogenesis associated 16 (SPATA16), RefSeqGene on chromosome 3",1
"Uncultured bacterium clone F5K2Q4C04I9UQS 23S ribosomal RNA gene, partial sequence",1
"Escherichia coli DNA, complete genome, strain: WP8-S17-ESBL-12",1
"Uncultured bacterium partial 16S rRNA gene, clone 5_D02",1
"Diplonema ambulator strain ATCC 50223 18S ribosomal RNA gene, partial sequence",1
"Uncultured Limnohabitans sp. genomic DNA containing partial 16S rRNA gene, 16S rRNA-23S rRNA IGS and partial 23S rRNA gene, clone 72",1
"Chlamydomonas incerta strain SAG 7.73 28S ribosomal RNA gene, partial sequence",1
"Paracoccus carotinifaciens strain IDR 3L*-30 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens lens epithelium-derived growth factor mRNA, complete cds",1
"Rhizobium tropici strain CIAT 899 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone ncd381b12c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone T(35N)40 16S ribosomal RNA gene, partial sequence",1
"Human chromosome 14 DNA sequence BAC R-618G20 of library RPCI-11 from chromosome 14 of Homo sapiens (Human), complete sequence",1
"Bordetella pertussis strain FDAARGOS_1543 chromosome, complete genome",1
"Staphylococcus haemolyticus strain AIA.SA.9.3 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd2424a10c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured organism clone ELU0115-T286-S-NI_000090 small subunit ribosomal RNA gene, partial sequence",1
"MAG: Erythrobacter sp. isolate LANL01A chromosome, complete genome",1
"Paracoccus xiamenensis strain C1 16S ribosomal RNA gene, partial sequence",1
